timestamp,source_metric_value,endpoint,event_label,event_id,split,anomaly_score
2014-03-07 03:41:00+00:00,45.868,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4448166341136521
2014-03-07 03:46:00+00:00,47.606,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.5138263562572192
2014-03-07 03:51:00+00:00,42.58,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.5011197536758344
2014-03-07 03:56:00+00:00,46.03,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.447081228569883
2014-03-07 04:01:00+00:00,44.992,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4365575232167204
2014-03-07 04:06:00+00:00,45.238,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4425845269493046
2014-03-07 04:11:00+00:00,45.752,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4358459349532149
2014-03-07 04:16:00+00:00,46.476000000000006,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4679935699786132
2014-03-07 04:21:00+00:00,42.752,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4943924286908922
2014-03-07 04:26:00+00:00,46.15600000000001,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4578298158221311
2014-03-07 04:31:00+00:00,43.35,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.48645907516862735
2014-03-07 04:36:00+00:00,46.292,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4588226861059204
2014-03-07 04:41:00+00:00,43.428,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.47884773095934746
2014-03-07 04:46:00+00:00,46.31399999999999,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.46161088230047204
2014-03-07 04:51:00+00:00,43.688,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4568202259201649
2014-03-07 04:56:00+00:00,45.4,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4368239752453172
2014-03-07 05:01:00+00:00,45.858,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.44374486490973647
2014-03-07 05:06:00+00:00,43.13800000000001,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4898102752443335
2014-03-07 05:11:00+00:00,46.024,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4454723577841662
2014-03-07 05:16:00+00:00,46.502,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4652554045720079
2014-03-07 05:21:00+00:00,42.606,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.5034702816251027
2014-03-07 05:26:00+00:00,45.47,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4322810560513369
2014-03-07 05:31:00+00:00,42.652,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.5001480593083064
2014-03-07 05:36:00+00:00,46.48,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4669658627716194
2014-03-07 05:41:00+00:00,45.47,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.4322810560513369
2014-03-07 05:46:00+00:00,44.882,realKnownCause/ec2_request_latency_system_failure.csv,False,,train,0.43803456895540027
